,PUF_ID,Age Group,Education (Highest Degree),Race/Ethnicity,Gender,Household Income,Household Size,Federal Poverty Level,Census Region,Census Division,I could handle a major unexpected expense.,I am just getting by financially,I struggle to understand financial information,How would you assess your overall financial knowledge?,I follow-through on financial goals I set for myself.,I set financial goals for what I want to achieve with my money,I consult my budget to see how much money I have left,Stayed within your budget or spending plan,Paid all your bills on time,Paid off credit card balance in full,Putting money into savings is a habit for me,A Retirement Savings Account,A Non-Retirement Savings Account,How much money do you have in savings today?,Which one of the following best describes your housing situation?,About how much do you pay for your home each month?,What do you owe on your home?,Student/Education Loan (for yourself or someone else),Used payday loan or cash advance loan,Used pawn loan or auto title loan,Financial Well-Being Scale score,Financial Skill Scale score
1632,12366,62-69,High school degree/GED,"White, Non-Hispanic",Male,"$30,000 to $39,999",2,200%+ FPL,West,Mountain,Completely,Somewhat,Sometimes,3,4,3,3,3,5,5,5,7,7,4,1,-1,-1,0,0,1,68,43
1633,7877,25-34,Bachelors degree,"White, Non-Hispanic",Male,"$40,000 to $49,999",3,200%+ FPL,Northeast,New England,Very well,Very little,Rarely,4,4,4,3,4,4,5,5,1,1,6,1,5,2,0,0,0,60,54
1634,12436,75+,Graduate/professional degree,"Black, Non-Hispanic",Male,"$100,000 to $149,999",1,200%+ FPL,South,South Atlantic,Somewhat,Not at all,Rarely,5,3,3,4,4,5,5,4,0,0,6,1,1,1,0,0,0,74,50
1635,8025,45-54,Graduate/professional degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,West,Pacific,Somewhat,Somewhat,Rarely,6,4,4,4,4,5,5,5,1,0,6,1,7,3,0,0,0,46,51
1636,11121,75+,High school degree/GED,"White, Non-Hispanic",Male,"$100,000 to $149,999",5+,200%+ FPL,South,South Atlantic,Very well,Very little,Rarely,5,4,3,2,5,5,5,3,7,7,6,1,1,1,0,0,0,68,52
1637,12962,25-34,Bachelors degree,"White, Non-Hispanic",Male,"$50,000 to $59,999",2,200%+ FPL,Midwest,East-North Central,Very well,Not at all,Sometimes,3,5,3,5,5,5,5,6,1,1,5,2,4,-2,1,0,0,70,56
1638,11254,45-54,Some college/Associate,"White, Non-Hispanic",Female,"$50,000 to $59,999",3,200%+ FPL,West,Mountain,Very well,Not at all,Rarely,5,4,3,2,1,5,5,6,1,1,5,1,1,1,0,0,0,68,63
1639,7758,25-34,High school degree/GED,"White, Non-Hispanic",Female,"$40,000 to $49,999",3,200%+ FPL,South,South Atlantic,Somewhat,Somewhat,Sometimes,4,3,3,3,3,3,3,3,7,7,3,2,1,-2,0,0,0,49,42
1640,12963,25-34,Graduate/professional degree,"White, Non-Hispanic",Male,"$60,000 to $74,999",3,200%+ FPL,South,South Atlantic,Very well,Not at all,Sometimes,5,4,5,2,4,5,5,6,1,0,6,2,4,-2,0,0,0,70,51
1641,13068,62-69,Some college/Associate,"White, Non-Hispanic",Male,"$60,000 to $74,999",2,200%+ FPL,West,Pacific,Somewhat,Very little,Never,6,4,5,4,3,5,4,4,7,0,5,1,2,1,0,0,0,64,54
1642,8995,62-69,Some college/Associate,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,Northeast,Mid-Atlantic,Not at all,Somewhat,Sometimes,4,3,3,4,3,5,3,1,0,0,5,1,3,2,0,0,0,50,32
1643,12180,75+,Bachelors degree,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,South,West-South Central,Very well,Very little,Rarely,5,5,4,4,4,5,5,5,0,0,7,1,3,1,0,0,0,65,56
1644,10598,75+,Some college/Associate,"Black, Non-Hispanic",Male,"$75,000 to $99,999",1,200%+ FPL,Midwest,East-North Central,Somewhat,Somewhat,Sometimes,5,3,4,4,4,5,5,5,0,1,7,3,7,-2,0,0,0,58,50
1645,14279,75+,Graduate/professional degree,Hispanic,Male,"Less than $20,000",2,100%-199% FPL,South,South Atlantic,Somewhat,Somewhat,Rarely,5,4,5,5,5,5,5,6,7,0,98,1,99,1,0,0,0,53,46
1646,8364,45-54,Some college/Associate,"White, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,West,Pacific,Very little,Very well,Sometimes,4,3,2,4,2,5,1,2,0,0,3,2,5,-2,0,0,0,49,42
1647,9497,55-61,Bachelors degree,"White, Non-Hispanic",Female,"$150,000 or more",3,200%+ FPL,West,Pacific,Completely,Very little,Rarely,5,4,4,4,4,5,5,5,1,0,6,1,1,1,0,0,0,62,64
1648,10795,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$60,000 to $74,999",2,200%+ FPL,Northeast,Mid-Atlantic,Very well,Not at all,Rarely,5,4,5,4,5,5,5,6,0,0,99,1,1,1,0,0,0,66,47
1649,10191,55-61,Bachelors degree,"White, Non-Hispanic",Female,"$150,000 or more",2,200%+ FPL,South,West-South Central,Very well,Somewhat,Sometimes,Refused,3,3,2,3,5,5,6,1,1,6,1,7,3,0,0,0,54,42
1650,10192,70-74,Some college/Associate,"White, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Very well,Sometimes,5,3,4,4,4,5,5,6,0,0,4,1,5,2,0,0,0,48,48
1651,11122,55-61,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",3,200%+ FPL,South,South Atlantic,Very well,Very well,Sometimes,4,4,4,4,5,5,5,5,1,-1,7,1,5,2,0,0,0,59,50
1652,9243,62-69,High school degree/GED,"White, Non-Hispanic",Male,"$20,000 to $29,999",1,200%+ FPL,South,East-South Central,Somewhat,Somewhat,Rarely,5,4,4,4,5,5,1,5,7,7,5,1,4,1,0,0,0,57,54
1653,12181,45-54,Bachelors degree,Hispanic,Male,"$75,000 to $99,999",2,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Not at all,Often,Refused,3,2,4,3,3,2,4,-1,-1,7,2,7,-2,0,0,0,51,38
1654,8365,25-34,Some college/Associate,"White, Non-Hispanic",Female,"$60,000 to $74,999",3,200%+ FPL,Midwest,East-North Central,Not at all,Completely,Rarely,4,2,4,4,3,2,1,2,7,0,3,2,3,-2,1,0,0,39,37
1655,10599,75+,Some college/Associate,"White, Non-Hispanic",Female,"$30,000 to $39,999",1,200%+ FPL,South,West-South Central,Very well,Very well,Sometimes,4,3,3,4,3,5,3,5,7,7,4,2,5,-2,0,0,0,47,43
1656,11644,62-69,Bachelors degree,"Black, Non-Hispanic",Female,"$100,000 to $149,999",3,200%+ FPL,Northeast,Mid-Atlantic,Very well,Not at all,Rarely,5,3,4,3,5,5,5,5,0,1,99,1,1,1,0,0,0,67,50
1657,13741,75+,Bachelors degree,"White, Non-Hispanic",Male,"$40,000 to $49,999",2,200%+ FPL,South,South Atlantic,Very well,Very little,Rarely,6,4,4,4,5,5,5,2,0,0,7,1,5,2,0,0,0,69,65
1658,10399,35-44,Bachelors degree,"White, Non-Hispanic",Male,"$60,000 to $74,999",4,200%+ FPL,Midwest,West-North Central,Very well,Very little,Sometimes,5,4,3,4,5,5,5,6,1,1,98,1,6,98,0,0,0,60,56
1659,9244,55-61,Some college/Associate,"White, Non-Hispanic",Female,"$75,000 to $99,999",3,200%+ FPL,Northeast,Mid-Atlantic,Not at all,Completely,Rarely,5,3,3,4,3,4,1,2,1,0,2,1,3,2,0,0,0,40,42
1660,9965,45-54,Graduate/professional degree,"Black, Non-Hispanic",Male,"$150,000 or more",5+,200%+ FPL,South,South Atlantic,Somewhat,Somewhat,Rarely,4,3,4,2,3,4,5,2,1,1,4,1,6,2,0,0,0,52,43
1661,10600,75+,High school degree/GED,Hispanic,Male,"$20,000 to $29,999",2,100%-199% FPL,South,South Atlantic,Very well,Somewhat,Sometimes,4,4,3,3,5,5,5,6,1,1,6,3,98,-2,0,0,0,58,41
1662,14354,70-74,Some college/Associate,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,Midwest,West-North Central,Very well,Very little,Sometimes,5,4,1,1,5,5,5,6,0,1,7,1,1,1,0,0,0,66,45
1663,9245,18-24,Bachelors degree,"White, Non-Hispanic",Male,"$60,000 to $74,999",1,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Very little,Sometimes,5,5,4,5,5,5,5,6,1,1,6,2,5,-2,1,0,0,65,73
1664,12940,25-34,Bachelors degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Not at all,Often,5,4,4,5,4,5,2,5,1,1,4,2,6,-2,1,0,0,62,47
1665,9246,62-69,Some college/Associate,"Other, Non-Hispanic",Male,"$50,000 to $59,999",1,200%+ FPL,West,Mountain,Completely,Very little,Rarely,6,4,4,4,5,5,5,6,0,0,99,1,99,1,0,0,0,77,57
1666,10796,75+,Bachelors degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,Northeast,New England,Very well,Not at all,Sometimes,5,4,4,1,5,5,5,6,0,0,99,1,99,99,0,0,0,75,53
1667,13457,25-34,Bachelors degree,"White, Non-Hispanic",Male,"$150,000 or more",3,200%+ FPL,Northeast,New England,Very well,Very little,Rarely,6,5,5,5,5,5,5,6,1,0,7,1,7,3,0,0,0,60,82
1668,11856,70-74,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",1,200%+ FPL,West,Pacific,Very well,Very little,Sometimes,5,4,4,4,5,5,5,5,7,7,7,1,4,2,0,0,0,64,49
1669,11857,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$30,000 to $39,999",3,100%-199% FPL,Midwest,East-North Central,Very little,Somewhat,Sometimes,5,4,4,3,4,5,4,2,7,7,99,1,2,1,0,0,0,51,36
1670,12032,62-69,Bachelors degree,"White, Non-Hispanic",Female,"Less than $20,000",1,<100% FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Rarely,4,3,1,3,5,5,5,6,0,1,6,1,99,99,0,0,0,46,49
1671,14386,70-74,Graduate/professional degree,"Black, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,South,South Atlantic,Very well,Somewhat,Rarely,5,4,3,4,5,5,1,3,-1,7,99,1,98,99,0,0,0,66,53
1672,11255,62-69,Less than high school,Hispanic,Male,"$75,000 to $99,999",3,200%+ FPL,South,West-South Central,Not at all,Very well,Often,1 - Very low,2,2,4,2,4,1,2,7,7,1,1,1,1,0,0,0,40,22
1673,8996,25-34,High school degree/GED,Hispanic,Male,"$20,000 to $29,999",1,200%+ FPL,West,Pacific,Very well,Very well,Often,6,4,5,4,4,5,4,6,1,1,99,2,4,-2,0,0,0,37,62
1674,11383,45-54,Less than high school,"White, Non-Hispanic",Male,"$20,000 to $29,999",3,100%-199% FPL,Northeast,New England,Not at all,Completely,Often,5,3,4,4,4,3,1,2,7,7,1,1,99,1,0,0,0,14,64
1675,12105,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$75,000 to $99,999",1,200%+ FPL,South,South Atlantic,Somewhat,Very little,Rarely,5,3,3,4,4,5,5,5,1,7,6,1,1,1,0,0,0,52,48
1676,9966,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$20,000 to $29,999",2,100%-199% FPL,Midwest,East-North Central,Very little,Completely,Sometimes,4,3,3,2,2,4,3,3,7,7,3,2,2,-2,0,0,0,47,35
1677,11123,62-69,Graduate/professional degree,"White, Non-Hispanic",Female,"$30,000 to $39,999",2,200%+ FPL,West,Mountain,Somewhat,Somewhat,Sometimes,4,2,2,4,4,5,4,4,0,0,99,3,1,-2,0,0,0,50,39
1678,8026,45-54,Some college/Associate,"White, Non-Hispanic",Female,"$100,000 to $149,999",3,200%+ FPL,South,East-South Central,Very well,Very little,Sometimes,5,4,4,4,4,5,5,6,1,1,4,1,7,3,1,0,0,57,42
1679,10400,45-54,Bachelors degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",1,200%+ FPL,South,South Atlantic,Very little,Completely,Sometimes,4,2,4,3,3,4,1,3,1,1,3,1,2,1,0,0,0,40,34
1680,9498,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$60,000 to $74,999",5+,200%+ FPL,West,Mountain,Somewhat,Very well,Rarely,5,3,4,4,4,4,4,4,0,0,98,1,3,2,0,0,0,49,42
1681,11256,55-61,Bachelors degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,Midwest,East-North Central,Very well,Not at all,Rarely,5,4,5,3,4,5,5,6,1,1,6,1,5,2,0,0,0,74,68
1682,9735,75+,Less than high school,"White, Non-Hispanic",Male,"$20,000 to $29,999",2,100%-199% FPL,Northeast,New England,Very little,Completely,Often,2,3,4,4,3,4,4,4,7,7,1,1,4,1,0,0,0,41,42
1683,11384,35-44,Bachelors degree,"Black, Non-Hispanic",Female,"$60,000 to $74,999",5+,100%-199% FPL,Northeast,New England,Somewhat,Somewhat,Rarely,4,3,4,4,5,5,5,6,1,1,4,2,2,-2,1,0,0,58,49
1684,12033,55-61,Graduate/professional degree,"Black, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,South,East-South Central,Very well,Very little,Rarely,5,4,4,4,4,5,3,5,1,0,5,1,7,3,0,0,0,58,61
1685,13732,25-34,Graduate/professional degree,"Other, Non-Hispanic",Male,"$100,000 to $149,999",1,200%+ FPL,West,Pacific,Very little,Somewhat,Often,5,3,4,4,4,5,5,5,1,0,5,2,4,-2,1,0,0,53,38
1686,11858,75+,Graduate/professional degree,"White, Non-Hispanic",Female,"$30,000 to $39,999",2,200%+ FPL,Midwest,West-North Central,Somewhat,Very well,Rarely,4,4,2,2,4,5,5,3,7,7,5,2,4,-2,0,0,0,56,31
1687,11645,45-54,Some college/Associate,Hispanic,Male,"Less than $20,000",1,<100% FPL,Northeast,Mid-Atlantic,Completely,Not at all,Never,6,5,5,5,5,5,3,6,0,1,4,2,3,-2,0,0,0,70,72
1688,7759,18-24,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",4,200%+ FPL,Northeast,Mid-Atlantic,Very little,Completely,Sometimes,5,5,4,4,5,5,5,6,0,0,4,2,3,-2,0,0,0,50,73
1689,10797,45-54,High school degree/GED,"White, Non-Hispanic",Female,"$30,000 to $39,999",2,200%+ FPL,South,South Atlantic,Not at all,Completely,Sometimes,4,3,3,4,3,5,2,1,0,0,4,2,99,-2,0,0,0,40,53
1690,11257,75+,Graduate/professional degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,Midwest,West-North Central,Very well,Completely,Sometimes,5,5,4,4,5,5,5,5,1,0,7,1,1,1,0,0,0,71,53
1691,12570,25-34,Bachelors degree,Hispanic,Male,"$75,000 to $99,999",4,200%+ FPL,West,Pacific,Somewhat,Very well,Sometimes,5,4,4,5,4,5,1,6,1,0,5,2,6,-2,0,0,0,58,52
1692,10193,45-54,Some college/Associate,"Black, Non-Hispanic",Female,"$75,000 to $99,999",4,200%+ FPL,South,South Atlantic,Completely,Not at all,Sometimes,4,4,4,5,5,5,5,5,7,1,4,1,4,2,0,0,0,83,55
1693,12716,75+,Some college/Associate,"White, Non-Hispanic",Female,"$40,000 to $49,999",1,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Sometimes,5,3,3,4,4,5,5,5,1,7,99,1,99,99,0,0,0,50,41
1694,9736,70-74,Graduate/professional degree,"White, Non-Hispanic",Female,"$50,000 to $59,999",1,200%+ FPL,West,Pacific,Somewhat,Very little,Sometimes,5,4,4,4,4,5,5,5,0,1,4,1,99,1,0,0,0,67,43
1695,7760,25-34,High school degree/GED,"White, Non-Hispanic",Male,"Less than $20,000",3,<100% FPL,West,Pacific,Somewhat,Somewhat,Sometimes,4,3,3,3,1,5,5,1,1,1,99,3,99,-2,0,0,0,55,42
1696,13357,25-34,Some college/Associate,"Black, Non-Hispanic",Female,"Less than $20,000",1,<100% FPL,Midwest,East-North Central,Very little,Completely,Never,4,3,4,3,3,5,3,5,1,7,3,3,2,-2,1,0,0,40,57
1697,9247,35-44,Bachelors degree,"White, Non-Hispanic",Female,"$50,000 to $59,999",3,200%+ FPL,South,West-South Central,Somewhat,Somewhat,Sometimes,5,4,4,4,3,5,4,6,1,1,5,1,3,2,0,0,0,55,50
1698,10194,75+,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",1,200%+ FPL,South,South Atlantic,Completely,Not at all,Sometimes,5,5,4,4,5,5,5,6,0,0,7,1,1,1,0,0,0,86,70
1699,7878,25-34,Bachelors degree,"White, Non-Hispanic",Female,"$60,000 to $74,999",1,200%+ FPL,Midwest,West-North Central,Very well,Very little,Rarely,5,4,5,5,5,5,5,6,1,1,99,2,3,-2,0,0,0,62,71
1700,10401,35-44,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",5+,200%+ FPL,West,Pacific,Somewhat,Very little,Rarely,6,4,4,5,3,5,3,3,7,0,4,1,6,2,0,0,0,60,48
1701,10950,18-24,Bachelors degree,"Black, Non-Hispanic",Female,"$100,000 to $149,999",3,200%+ FPL,South,East-South Central,Very well,Very little,Sometimes,4,4,5,4,5,5,3,6,1,1,5,3,1,-2,1,0,0,58,53
1702,13914,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",3,200%+ FPL,Midwest,East-North Central,Somewhat,Somewhat,Sometimes,4,3,4,4,5,5,5,5,1,1,99,1,4,2,0,0,0,55,51
1703,8776,25-34,Bachelors degree,"White, Non-Hispanic",Male,"$50,000 to $59,999",1,200%+ FPL,West,Mountain,Very little,Completely,Rarely,5,3,3,2,3,5,3,2,0,0,3,1,5,2,0,0,0,41,41
1704,11746,45-54,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",5+,200%+ FPL,South,South Atlantic,Very well,Very little,Sometimes,6,4,5,5,4,5,5,6,1,1,4,1,5,1,0,0,0,58,58
1705,12941,75+,Graduate/professional degree,"Black, Non-Hispanic",Female,"$75,000 to $99,999",3,200%+ FPL,South,South Atlantic,Completely,Somewhat,Rarely,5,4,4,4,5,5,1,5,1,1,99,1,2,1,0,0,0,65,69
1706,8777,25-34,High school degree/GED,"White, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,Midwest,East-North Central,Very little,Very little,Often,5,4,3,5,4,5,3,6,7,7,3,1,2,1,0,0,0,63,51
1707,9499,35-44,Bachelors degree,"White, Non-Hispanic",Male,"$30,000 to $39,999",1,200%+ FPL,Northeast,New England,Very little,Very well,Sometimes,5,3,4,3,3,3,2,4,1,7,4,2,6,-2,1,0,0,43,42
1708,9967,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,West,Mountain,Very little,Very little,Sometimes,3,3,4,4,4,4,4,5,1,0,7,1,5,1,0,0,0,58,42
1709,10798,62-69,High school degree/GED,"White, Non-Hispanic",Female,"$20,000 to $29,999",1,200%+ FPL,West,Pacific,Very little,Completely,Sometimes,2,3,4,4,5,5,1,5,7,7,99,1,1,1,0,0,0,42,52
1710,9500,25-34,Some college/Associate,"Black, Non-Hispanic",Female,"$20,000 to $29,999",1,200%+ FPL,Midwest,West-North Central,Very little,Somewhat,Sometimes,5,3,4,3,3,3,3,4,7,7,99,2,3,-2,1,1,0,50,43
1711,13131,45-54,Less than high school,Hispanic,Female,"$40,000 to $49,999",1,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Very little,Sometimes,4,3,3,3,5,5,5,4,0,7,3,2,5,-2,0,0,0,60,31
1712,8366,62-69,Bachelors degree,"White, Non-Hispanic",Male,"Less than $20,000",1,100%-199% FPL,West,Mountain,Very little,Completely,Rarely,6,3,3,5,4,5,1,1,0,1,3,2,4,-2,0,0,0,34,62
1713,11950,25-34,Graduate/professional degree,"White, Non-Hispanic",Female,"$75,000 to $99,999",4,200%+ FPL,South,South Atlantic,Very well,Very little,Sometimes,6,4,5,5,4,5,5,6,1,1,6,3,7,-2,0,0,0,58,56
1714,12106,18-24,Some college/Associate,Hispanic,Female,"$60,000 to $74,999",2,200%+ FPL,South,West-South Central,Very well,Very little,Rarely,7 - Very high,5,5,5,4,5,5,6,0,1,5,2,4,-2,1,0,0,67,77
1715,8778,25-34,Graduate/professional degree,"White, Non-Hispanic",Male,"$60,000 to $74,999",4,200%+ FPL,Midwest,East-North Central,Very little,Completely,Sometimes,4,3,5,5,3,5,2,2,0,0,4,2,4,-2,1,0,0,40,40
1716,8027,25-34,Graduate/professional degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,Midwest,East-North Central,Somewhat,Very well,Sometimes,4,3,3,4,1,5,5,5,1,0,5,2,4,-2,0,0,0,48,37
1717,10195,35-44,Some college/Associate,"White, Non-Hispanic",Male,"$75,000 to $99,999",4,200%+ FPL,Midwest,East-North Central,Very little,Very well,Sometimes,4,3,3,2,2,4,1,5,1,1,3,1,5,2,0,0,0,43,40
1718,11527,62-69,Graduate/professional degree,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,West,Mountain,Very well,Not at all,Sometimes,5,4,4,3,4,5,5,6,1,0,5,1,1,1,0,0,0,68,45
1719,8158,18-24,Bachelors degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,Northeast,Mid-Atlantic,Very little,Somewhat,Rarely,5,5,4,3,5,5,5,6,1,0,99,2,3,-2,0,0,0,51,55
1720,12367,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$50,000 to $59,999",2,200%+ FPL,Midwest,West-North Central,Not at all,Somewhat,Rarely,4,1,3,2,3,5,2,2,7,7,1,1,3,2,0,0,0,49,37
1721,8367,62-69,High school degree/GED,"White, Non-Hispanic",Male,"$30,000 to $39,999",2,200%+ FPL,Northeast,Mid-Atlantic,Very well,Not at all,Often,3,4,2,3,5,5,5,6,0,1,6,1,4,2,0,0,0,72,44
1722,7330,35-44,Some college/Associate,"White, Non-Hispanic",Male,"Less than $20,000",3,<100% FPL,South,East-South Central,Very well,Somewhat,Sometimes,5,5,3,4,5,3,5,4,0,1,4,2,1,-2,1,0,0,47,51
1723,8159,70-74,Some college/Associate,"Other, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,South,South Atlantic,Somewhat,Not at all,Rarely,5,4,4,4,3,4,3,5,7,7,99,1,99,99,0,0,0,65,52
1724,13454,35-44,Less than high school,Hispanic,Male,"Less than $20,000",4,<100% FPL,West,Pacific,Very little,Completely,Rarely,5,3,2,2,4,5,4,4,7,0,99,2,5,-2,0,0,0,45,41
1725,12480,45-54,Some college/Associate,"Black, Non-Hispanic",Male,"$40,000 to $49,999",4,100%-199% FPL,Northeast,Mid-Atlantic,Somewhat,Completely,Rarely,6,4,3,5,4,5,5,4,1,1,5,1,5,2,0,0,0,33,54
1726,8779,25-34,Some college/Associate,"White, Non-Hispanic",Female,"$50,000 to $59,999",4,200%+ FPL,South,South Atlantic,Very little,Very well,Rarely,5,3,3,3,3,2,3,3,0,0,2,2,4,-2,0,0,0,41,44
1727,10196,45-54,Some college/Associate,"Other, Non-Hispanic",Male,"$75,000 to $99,999",3,200%+ FPL,Northeast,New England,Very little,Completely,Often,4,3,4,2,2,4,1,5,1,0,3,1,5,2,0,0,0,32,38
1728,12368,25-34,Graduate/professional degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,South,East-South Central,Somewhat,Very little,Rarely,4,5,4,4,5,5,4,6,7,1,99,1,3,2,0,0,0,61,55
1729,12241,25-34,Bachelors degree,"White, Non-Hispanic",Female,"$150,000 or more",4,200%+ FPL,West,Pacific,Very well,Very little,Rarely,6,5,4,4,4,5,4,5,1,1,7,1,7,3,1,0,0,62,67
1730,9248,18-24,Some college/Associate,"Other, Non-Hispanic",Female,"$30,000 to $39,999",2,200%+ FPL,West,Pacific,Somewhat,Very well,Often,6,3,4,4,5,5,2,4,7,0,99,1,5,2,0,0,0,49,56
1731,10951,62-69,Bachelors degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,South,East-South Central,Very well,Very well,Rarely,6,4,5,5,4,5,1,4,7,7,3,1,1,1,0,0,0,67,55
1732,8160,55-61,Bachelors degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,West,Pacific,Very well,Very well,Never,5,4,5,2,1,5,5,5,1,7,5,1,5,2,0,0,0,62,49
1733,9501,18-24,High school degree/GED,"White, Non-Hispanic",Male,"$50,000 to $59,999",3,200%+ FPL,West,Pacific,Not at all,Very little,Rarely,5,3,4,5,5,4,1,5,7,7,2,2,98,-2,0,0,0,39,55
1734,9502,25-34,Graduate/professional degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",1,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Not at all,Sometimes,5,5,4,4,5,5,5,6,0,1,6,1,5,2,0,0,0,68,53
1735,8368,35-44,Bachelors degree,"White, Non-Hispanic",Female,"$150,000 or more",4,200%+ FPL,Northeast,Mid-Atlantic,Very little,Very well,Sometimes,5,3,3,3,2,5,3,5,0,0,3,1,6,2,1,0,0,42,45
1736,12604,62-69,Graduate/professional degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",3,200%+ FPL,South,South Atlantic,Very well,Very little,Rarely,5,5,5,5,5,5,5,5,0,1,5,1,7,2,0,0,0,74,69
1737,13069,70-74,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,West,Pacific,Very well,Not at all,Rarely,6,5,5,4,5,5,5,6,1,1,7,1,1,1,0,0,0,76,82
1738,11646,35-44,Bachelors degree,Hispanic,Male,"$100,000 to $149,999",3,200%+ FPL,South,South Atlantic,Very well,Not at all,Rarely,6,3,3,5,5,5,5,4,0,1,6,1,5,2,0,0,0,67,56
1739,11747,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$30,000 to $39,999",1,200%+ FPL,Midwest,East-North Central,Very well,Very little,Sometimes,5,4,4,4,4,5,5,5,1,0,99,1,99,99,0,0,0,61,53
1740,7238,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$30,000 to $39,999",3,100%-199% FPL,West,Mountain,Somewhat,Somewhat,Sometimes,7 - Very high,3,3,3,3,3,3,4,0,0,1,3,4,-2,0,0,0,49,42
1741,11528,35-44,Some college/Associate,"White, Non-Hispanic",Male,"$75,000 to $99,999",4,200%+ FPL,Midwest,West-North Central,Completely,Not at all,Never,5,5,4,4,5,5,3,5,7,1,5,1,2,2,0,0,0,66,56
1742,10601,25-34,Graduate/professional degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",3,200%+ FPL,Midwest,East-North Central,Very well,Very little,Rarely,5,4,4,2,4,5,5,6,1,1,6,1,7,3,0,0,0,56,50
1743,8997,45-54,Graduate/professional degree,Hispanic,Male,"$150,000 or more",5+,200%+ FPL,South,South Atlantic,Somewhat,Completely,Never,7 - Very high,2,4,2,2,5,2,1,1,0,4,1,7,3,1,0,0,45,49
1744,11859,35-44,High school degree/GED,Hispanic,Male,"Less than $20,000",2,<100% FPL,South,West-South Central,Somewhat,Somewhat,Sometimes,3,3,4,4,5,5,5,4,0,0,99,2,2,-2,0,0,0,50,39
1745,10799,45-54,High school degree/GED,"White, Non-Hispanic",Female,"$75,000 to $99,999",3,200%+ FPL,South,South Atlantic,Very little,Very well,Rarely,4,3,3,4,4,5,1,3,1,0,4,1,6,3,1,0,0,50,43
1746,11529,45-54,Graduate/professional degree,"White, Non-Hispanic",Female,"$150,000 or more",4,200%+ FPL,Northeast,New England,Very little,Somewhat,Rarely,5,4,4,2,3,3,1,5,0,1,4,1,5,2,1,0,0,56,53
1747,9737,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Midwest,East-North Central,Very well,Completely,Sometimes,4,4,3,3,3,5,5,5,1,1,6,1,5,2,0,0,0,59,50
